HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.favoritechain1,Answer.favoritechain2,Answer.favoritechain3,Answer.favoritechain4,Answer.favoriteitem1,Answer.favoriteitem2,Answer.favoriteitem3,Answer.favoriteitem4,Answer.option1,Answer.option2,Answer.option3,Answer.option4,Approve,Reject
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3DY4FPOOA9O5GTKMY3UWAKG7FB6VRV,A1RCVIJAS2Z3GC,Approved,Thu Apr 01 18:28:30 PDT 2021,Thu Apr 01 18:31:24 PDT 2021,Fri Apr 02 18:31:24 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,174,100% (1/1),100% (1/1),100% (1/1),Chick Fila,chipotle,taco bell,jimmy johns,spicy chicken sandwich,chicken burrito bowl,spicy potato soft taco,italian night club sub,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3EG49X3512C4YZRX6USGNAMWZZ0X62,ARPBDM5QZ4XQC,Approved,Thu Apr 01 18:34:59 PDT 2021,Thu Apr 01 18:35:41 PDT 2021,Fri Apr 02 18:35:41 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,42,100% (1/1),100% (1/1),100% (1/1),Burger King,Zaxbys,taco bell,wendys,Whopper,hot wings,7 layer burrito,chicken sandwhich,onion rings,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3EQHHY4HQ0SXT9WTC1I77I810EUG5E,A2H8HVANGF4A58,Approved,Thu Apr 01 18:40:32 PDT 2021,Thu Apr 01 18:41:39 PDT 2021,Fri Apr 02 18:41:39 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,67,100% (1/1),100% (1/1),100% (1/1),Texas roadhouse,Popeyes,Wendy's,McDonald's,Mushroom steak,Chicken Sandwich,Bacon Cheeseburger,Chicken nuggets,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3FK0YFF9P7GX90137NZ6BH5A0HJVVO,A3OPRR8AXT6OSJ,Approved,Thu Apr 01 18:33:35 PDT 2021,Thu Apr 01 18:35:14 PDT 2021,Fri Apr 02 18:35:14 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,99,100% (1/1),100% (1/1),100% (1/1),Wendy's,Arby's,McDonalds,Taco Bell,Spicy Chicken Sandwich,Roast Beef Sandwich,Cheeseburger,Nachos Bell Grande,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3FTF2T8WLZICRIO5UWZ651ZRGY49WY,A2KDZ4HNHX85OR,Approved,Thu Apr 01 18:49:34 PDT 2021,Thu Apr 01 18:50:38 PDT 2021,Fri Apr 02 18:50:38 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,64,100% (1/1),100% (1/1),100% (1/1),Chipotle,Wendys,Applebees,Buffalo Wild Wings,Bean Burrito,4 for 4,Chicken Alfredo,Party Tacos,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3GA6AFUKOWO8FQ40IOCWDLMI1IFH3N,A2CYT1T5918U1V,Approved,Thu Apr 01 18:28:39 PDT 2021,Thu Apr 01 18:30:37 PDT 2021,Fri Apr 02 18:30:37 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,118,100% (1/1),100% (1/1),100% (1/1),Chickfila,Wendys,Burger King,McDonalds,Grilled chicken wrap,Baked potato,Whopper,Big Mac,Chickfila sauce,Sour cream and chives,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3GU1KF0O4Q15V261GUZ74DMLB15BPG,A20QXCW2IQ1JTI,Approved,Thu Apr 01 19:07:17 PDT 2021,Thu Apr 01 19:09:20 PDT 2021,Fri Apr 02 19:09:20 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,123,100% (1/1),100% (1/1),100% (1/1),Stone fire,bread,pastra,salad,pizza,chicken salad,chicken salad,bread,juice,soda,bread,juice,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3H0W84IWBS2OEIY03D5MAGSLFG3ER8,A16GH5GPKBX5GA,Approved,Thu Apr 01 18:29:19 PDT 2021,Thu Apr 01 18:32:37 PDT 2021,Fri Apr 02 18:32:37 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,198,100% (1/1),100% (1/1),100% (1/1),Walmart,Walgreen,Chick fill-A,Dollar general tree store,Sanwhich,Veage sandwhich,chicken deluxe sandwich,Chicken gravy,Tomato sauce,chilli sauce,Sauce,NO,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3HPZF4IVNUTIELQ8LHRLSOLFXR5YC1,A3NFGEUZAH9V5G,Approved,Thu Apr 01 18:28:47 PDT 2021,Thu Apr 01 18:30:20 PDT 2021,Fri Apr 02 18:30:20 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,93,100% (1/1),100% (1/1),100% (1/1),Mcdonalds,Taco Bell,Arby's,Wendy's,BigMac,Beef burrito,buffalo chicken sandwich,classic delux,extra pickles,extra beef,na,na,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3HRMW88U1EQYQC6EQYAQ3SW7FSWM08,A1LEW4F5GXZRAQ,Approved,Thu Apr 01 18:57:35 PDT 2021,Thu Apr 01 19:00:26 PDT 2021,Fri Apr 02 19:00:26 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,171,100% (1/1),100% (1/1),100% (1/1),Texas Roadhouse,Jack in the Box,McDonald's,Cheesecake Factory,Steak,Jack's Spicy Chicken,Hot n Spicy Chicken Sandwich,Tiramisu Cheesecake,As Is,As Is,add tomato,As Is,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3HVVDCPGTMSZ02SJ73MBHYLJLD6TYG,A1TOHB51QFI0Z8,Approved,Thu Apr 01 18:44:01 PDT 2021,Thu Apr 01 18:45:38 PDT 2021,Fri Apr 02 18:45:38 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,97,100% (1/1),100% (1/1),100% (1/1),McDonalds,Chick-Fil-A,Taco Bell,Chicken Express,Triple Cheeseburger,Chicken Sandwich,Quesorito,Chicken tender meal,Nope,Chick Fil A sauce,Nope,Nope,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3IGI0VL64FKPBBJX4KR168HPILLNOY,A2GZUEH8JPPBP,Approved,Thu Apr 01 18:38:41 PDT 2021,Thu Apr 01 18:41:32 PDT 2021,Fri Apr 02 18:41:32 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,171,100% (1/1),100% (1/1),100% (1/1),KFC,Mcdonald,Burgerlounge,Lebanese flower,Fried chicken,Chicken cheesy burger,Double cheese chicken burger,Chicken kabab mixed,French fries,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3IXQG4FA21YK3FQUZ53AINM66XRB9P,AS98H99LN5LLU,Approved,Thu Apr 01 19:35:15 PDT 2021,Thu Apr 01 19:37:34 PDT 2021,Fri Apr 02 19:37:34 PDT 2021,Fri Apr 02 17:33:53 PDT 2021,,,139,100% (1/1),100% (1/1),100% (1/1),KFC,McDonalds,XinXian,Starbucks,Thai soup thik,Sub sandwich,Fried rice,Cold coffee,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3J2UYBXQQTCW19LM3I39EWZLPSG06B,A345RMXKPKS5AD,Approved,Thu Apr 01 18:35:43 PDT 2021,Thu Apr 01 18:37:34 PDT 2021,Fri Apr 02 18:37:34 PDT 2021,Thu Apr 01 19:20:30 PDT 2021,,,111,100% (1/1),100% (1/1),100% (1/1),Texas Roadhouse,Outback Steak House,Olive Garden,Godfather's Pizza,Porterhouse Steak,The French Onion Soup,The Zuppa Toscanno Soup,Large Pepperoni Pizza,Mushrooms,"Yes, Love the unlimited bowl","Yes, Unlimited bowls.",No,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3JPSL1DZ50Z097PWU1MJ5DXKT4HANM,ASY5W2HJPIPF4,Approved,Thu Apr 01 18:35:49 PDT 2021,Thu Apr 01 18:37:42 PDT 2021,Fri Apr 02 18:37:42 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,113,100% (1/1),100% (1/1),100% (1/1),Burger King,Taco Bell,Sonic,McDonalds,Impossible Whopper,Potato Soft Taco,Tater Tots,Apple Pie,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3JWH6J9I90D5SHUO0FMF0OHQBM2BNI,AM36K1JYK4SC1,Approved,Thu Apr 01 18:38:38 PDT 2021,Thu Apr 01 18:41:38 PDT 2021,Fri Apr 02 18:41:38 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,180,100% (1/1),100% (1/1),100% (1/1),Olive Garden,Wendys,McDonalds,The Cheesecake Factory,Create my own pasta dishes,Double cheese burger,McChicken,Cheesecake,Extra cheese,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3K4J6M3CXMTUZF8A7X9OFTONSSXAGG,A2KDYSLV030FVX,Approved,Thu Apr 01 19:04:53 PDT 2021,Thu Apr 01 19:07:09 PDT 2021,Fri Apr 02 19:07:09 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,136,100% (1/1),100% (1/1),100% (1/1),McDonalds,dominos,Pizza hut,Taco bell,Basket of Fries,Wisconsin six cheese,original cheese pizza,XL grilled stuffed burrito,No,no,no,mild sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3KYQYYSHY37GPZSKFQDYA35V4HIODG,A21Y7K669KM1PR,Approved,Thu Apr 01 18:28:57 PDT 2021,Thu Apr 01 18:30:32 PDT 2021,Fri Apr 02 18:30:32 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,95,100% (1/1),100% (1/1),100% (1/1),Chick Fil A,Chipotle,Wendys,Culvers,Grilled Chicken Sandwich,Tacos,grilled Chicken,Grilled Chicken sandwich,Waffle Fries,Guac,Baked Potato,Frozen custard,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3L4D84MIL7SJ046PL94JTS37XF3HJ1,A2ZDQ7YVKJUV8E,Approved,Thu Apr 01 18:58:29 PDT 2021,Thu Apr 01 18:59:07 PDT 2021,Fri Apr 02 18:59:07 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,38,100% (1/1),100% (1/1),100% (1/1),Mcdonalds,KFC,Dominoes,Burger King,Big Mac,Zinger Burger,Meat Feast,Whopper,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3LEIZ60CDRZGLDTA5JJD45T9X089ZO,A1TA30P0NOOGE2,Approved,Thu Apr 01 18:49:12 PDT 2021,Thu Apr 01 18:50:14 PDT 2021,Fri Apr 02 18:50:14 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,62,100% (1/1),100% (1/1),100% (1/1),McDonald,Burger King,Pizza Hut,Dominos,Big Mac,Whopper,Pepperoni Pizza,Hawaian Pizza,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3M0NZ3JDP9YXKQRY2T6WSPO7B4NZ5L,A2R25RH05K0B68,Approved,Thu Apr 01 18:31:28 PDT 2021,Thu Apr 01 18:34:37 PDT 2021,Fri Apr 02 18:34:37 PDT 2021,Thu Apr 01 19:20:31 PDT 2021,,,189,100% (1/1),100% (1/1),100% (1/1),McDonalds,Arbys,Pizza Hut,Kentucky Fried Chicken,crispy chicken sandwich,Beef and cheddar sandwich,Supreme stuffed crust pizza,2 piece fried chicken meal,no,Arby's sauce,no,coleslaw and potatoes and gravy,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3M1CVSFP685LC42OATE097SPYF4AQ9,A25OK203N0QYH2,Approved,Thu Apr 01 18:36:32 PDT 2021,Thu Apr 01 18:38:22 PDT 2021,Fri Apr 02 18:38:22 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,110,100% (1/1),100% (1/1),100% (1/1),Panera Bread,Moe's,Wendy's,Chick-Fil-A,Fuji Apple Chicken Salad,Stacks,Spicy Chicken Sandwich,Grilled Chicken Sandwich,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3M81GAB8A8JQVE7GG7EW4ICVGXPQBK,AAFM5PPF9P0W,Approved,Thu Apr 01 18:39:43 PDT 2021,Thu Apr 01 18:42:24 PDT 2021,Fri Apr 02 18:42:24 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,161,100% (1/1),100% (1/1),100% (1/1),Chick-fil-a,Arby's,Cook Out,McDonalds,Regular Chick-fil-a sandwich,Curly Fries,Bacon Cheeseburger,Chicken McNuggets,Chick-fil-a sauce and pickles,,"Lettuce, tomato, light onion, mayo, mustard, ketchup, pickles, and a napkin!",Sweet 'n' Sour sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3NG53N1RL3JMT48UDIFXDBWK3VHP8S,A4D99Y82KOLC8,Approved,Thu Apr 01 18:32:02 PDT 2021,Thu Apr 01 18:33:08 PDT 2021,Fri Apr 02 18:33:08 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,66,100% (1/1),100% (1/1),100% (1/1),kfc,mcdonalds,taco bell,burger king,friend chicken,big mac,tacos,whopper,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3NGI5ARFT154I4O9EX6IY19CPPD1PM,A8F4B0854KTXO,Approved,Thu Apr 01 18:44:44 PDT 2021,Thu Apr 01 18:47:27 PDT 2021,Fri Apr 02 18:47:27 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,163,100% (1/1),100% (1/1),100% (1/1),Chili's,Captain D's,Ihop,McDonalds,Triple Dipper,3 piece fish meal,Breakfast sampler,10-piece McNuggets,,,,Sweet and sour sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3NKQQ8O3965B24CHBCP799XKM36UDZ,A1FLEFIVFT809G,Approved,Thu Apr 01 18:32:48 PDT 2021,Thu Apr 01 18:33:52 PDT 2021,Fri Apr 02 18:33:52 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,64,100% (1/1),100% (1/1),100% (1/1),McDonalds,Wendy's,Olive Grden,Chick-fil A,french fries,chicken nuggets,bread sticks,chicken sandwich,,honey mustard,alfredo sauce,chick-fil A sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3NLZY2D53XP28NTS7K3QIL80SR2QL6,A2MI6AUNBXGL47,Approved,Thu Apr 01 18:33:34 PDT 2021,Thu Apr 01 18:35:32 PDT 2021,Fri Apr 02 18:35:32 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,118,100% (1/1),100% (1/1),100% (1/1),Lions Choice,Denny's,Panda Express,McDonald's,The roast beef sandwich,The Grand Slam Breakfast,Orange Chicken,Big Mac,horseradish,No,Hot Mustard,No,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3NQL1CS15Z8EDUW8CYMQIG94IYLVYX,ARG392N6HWZCJ,Approved,Thu Apr 01 18:29:41 PDT 2021,Thu Apr 01 18:30:33 PDT 2021,Fri Apr 02 18:30:33 PDT 2021,Thu Apr 01 19:20:32 PDT 2021,,,52,100% (1/1),100% (1/1),100% (1/1),Modern Market,Sweetgreen,Lou Malnatis,Rudys BBQ,Smoky Chicken Bowl,Crispy asian salad,Deep dish pizza,BBQ brisket,guac,none,no,creamed corn,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3OE22WJIGQO5RDGMGYVR984J5IVQU0,AVMSKBK9JWV0M,Approved,Thu Apr 01 18:29:43 PDT 2021,Thu Apr 01 18:32:51 PDT 2021,Fri Apr 02 18:32:51 PDT 2021,Thu Apr 01 19:20:33 PDT 2021,,,188,100% (1/1),100% (1/1),100% (1/1),Burger King,Subway,McDonalds,Chick fil A,Big burger,Tuna sandwich,Cheese burger,Chicken sandwich,,"pickles, olives, tomatoes",,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3OLQQLKKN0P7GUFNV8WD8P6U5ZCEJJ,A3U5D83UGFY23Y,Approved,Thu Apr 01 19:07:45 PDT 2021,Thu Apr 01 19:12:28 PDT 2021,Fri Apr 02 19:12:28 PDT 2021,Thu Apr 01 19:20:33 PDT 2021,,,283,100% (1/1),100% (1/1),100% (1/1),"Chick fill A,",McDonalds,Subway,United states of america,"Chicken tikka, pizza",french fries,burger,tomato ketchup,"Soya sauce, ,",chilli sauce,,,,
